Date,Time,Region,Spot,Wave_Height_ft,Surfline_Wave_Height_ft,Wind_Direction,Wind_Strength_mph,Observation_Type,Entered_By,Notes
5/28/2026,9:00:00 AM,Northern California,26th Ave,2.5,3.5,,,Online Cam,Garrett,
5/28/2026,9:00:00 AM,Northern California,Capitola,2.5,1.5,,,Online Cam,Garrett,
5/28/2026,9:00:00 AM,Northern California,Cowells,0.5,1.5,,,Online Cam,Garrett,
5/28/2026,9:00:00 AM,Northern California,Davenport Landing,4,5,,,Online Cam,Garrett,
5/28/2026,9:00:00 AM,Northern California,Four Mile,4,4.5,,,Online Cam,Garrett,
5/28/2026,9:00:00 AM,Northern California,Manresa,3.5,5,,,Online Cam,Garrett,
5/28/2026,9:00:00 AM,Northern California,Mitchells,1,3.5,,,Online Cam,Garrett,
5/28/2026,9:00:00 AM,Northern California,Natural Bridges,1.5,3.5,,,Online Cam,Garrett,
5/28/2026,8:00:00 AM,Northern California,Ocean Beach Central,7,,,,Online Cam,Garrett,
5/28/2026,8:00:00 AM,Northern California,Ocean Beach North,4.5,,,,Online Cam,Garrett,
5/28/2026,8:00:00 AM,Northern California,Ocean Beach South,5.5,,,,Online Cam,Garrett,
5/28/2026,11:30:00 AM,Northern California,Ocean Beach Central,8,,,,Online Cam,Garrett,
5/28/2026,11:30:00 AM,Northern California,Ocean Beach North,4.5,,,,Online Cam,Garrett,
5/28/2026,11:30:00 AM,Northern California,Ocean Beach South,5,,,,Online Cam,Garrett,
5/28/2026,9:00:00 AM,Northern California,Pacifica Linda Mar,2.5,2.5,,,Online Cam,Garrett,
5/28/2026,9:00:00 AM,Northern California,Pacifica Linda Mar North,3.5,4.5,,,Online Cam,Garrett,
5/28/2026,9:00:00 AM,Northern California,Pleasure Point First Peak,3,2.5,,,Online Cam,Garrett,
5/28/2026,9:00:00 AM,Northern California,Pleasure Point Jacks,2,1.5,,,Online Cam,Garrett,
5/28/2026,9:00:00 AM,Northern California,Pleasure Point Privates,1.5,1.5,,,Online Cam,Garrett,
5/28/2026,9:00:00 AM,Northern California,Pleasure Point Second Peak,2.5,2.5,,,Online Cam,Garrett,
5/28/2026,9:00:00 AM,Northern California,Pleasure Point Sewers,3,2.5,,,Online Cam,Garrett,
5/28/2026,9:00:00 AM,Northern California,Pleasure Point The Hook,1.5,1.5,,,Online Cam,Garrett,
5/28/2026,9:00:00 AM,Northern California,Princeton Jetty,2.5,2.5,,,Online Cam,Garrett,
5/28/2026,9:00:00 AM,Northern California,Steamer Lane Indicators,1,,,,Online Cam,Garrett,
5/28/2026,9:00:00 AM,Northern California,Steamer Lane Middle Peak,2.5,4.5,,,Online Cam,Garrett,
5/28/2026,9:00:00 AM,Northern California,Steamer Lane Point,2.5,4.5,,,Online Cam,Garrett,
5/28/2026,9:00:00 AM,Northern California,Swift Street,1.5,3.5,,,Online Cam,Garrett,
5/28/2026,2:00:00 PM,Northern California,Manresa,2.5,,,,Online Cam,Garrett,
5/28/2026,6:30:00 PM,Northern California,Manresa,2,,,,Online Cam,Garrett,
5/29/2026,8:00:00 AM,Northern California,Manresa,5,,,,Online Cam,Garrett,
5/29/2026,2:00:00 PM,Northern California,Manresa,5,,,,Online Cam,Garrett,
5/29/2026,6:30:00 PM,Northern California,Manresa,5,,,,Online Cam,Garrett,
5/30/2026,8:00:00 AM,Northern California,Manresa,4,,,,Online Cam,Garrett,
5/30/2026,1:00:00 PM,Northern California,Manresa,4.5,,,,Online Cam,Garrett,
5/28/2026,2:00:00 PM,Northern California,Capitola,2,,,,Online Cam,Garrett,
5/28/2026,6:30:00 PM,Northern California,Capitola,2.5,,,,Online Cam,Garrett,
5/29/2026,8:00:00 AM,Northern California,Capitola,2,,,,Online Cam,Garrett,
5/29/2026,2:00:00 PM,Northern California,Capitola,1.5,,,,Online Cam,Garrett,
5/29/2026,6:30:00 PM,Northern California,Capitola,1,,,,Online Cam,Garrett,
5/30/2026,8:00:00 AM,Northern California,Capitola,1.5,,,,Online Cam,Garrett,
5/30/2026,1:00:00 PM,Northern California,Capitola,1.5,,,,Online Cam,Garrett,
5/28/2026,2:00:00 PM,Northern California,Privates,1.5,,,,Online Cam,Garrett,
5/28/2026,6:30:00 PM,Northern California,Privates,2,,,,Online Cam,Garrett,
5/29/2026,8:00:00 AM,Northern California,Privates,2.5,,,,Online Cam,Garrett,
5/29/2026,2:00:00 PM,Northern California,Privates,1,,,,Online Cam,Garrett,
5/29/2026,6:30:00 PM,Northern California,Privates,1.5,,,,Online Cam,Garrett,
5/30/2026,8:00:00 AM,Northern California,Privates,1,,,,Online Cam,Garrett,
5/30/2026,1:00:00 PM,Northern California,Privates,0.5,,,,Online Cam,Garrett,
5/28/2026,2:00:00 PM,Northern California,Pleasure Point Jacks,1.5,,,,Online Cam,Garrett,
5/28/2026,6:30:00 PM,Northern California,Pleasure Point Jacks,1.5,,,,Online Cam,Garrett,
5/29/2026,8:00:00 AM,Northern California,Pleasure Point Jacks,2.5,,,,Online Cam,Garrett,
5/29/2026,2:00:00 PM,Northern California,Pleasure Point Jacks,3,,,,Online Cam,Garrett,
5/29/2026,6:30:00 PM,Northern California,Pleasure Point Jacks,2,,,,Online Cam,Garrett,
5/30/2026,8:00:00 AM,Northern California,Pleasure Point Jacks,1.5,,,,Online Cam,Garrett,
5/30/2026,1:00:00 PM,Northern California,Pleasure Point Jacks,2,,,,Online Cam,Garrett,
5/28/2026,2:00:00 PM,Northern California,Pleasure Point Second Peak,2,,,,Online Cam,Garrett,
5/28/2026,2:00:00 PM,Northern California,Pleasure Point First Peak,2.5,,,,Online Cam,Garrett,
5/28/2026,2:00:00 PM,Northern California,Pleasure Point Sewers,3,,,,Online Cam,Garrett,
5/28/2026,6:30:00 PM,Northern California,Pleasure Point Second Peak,3.5,,,,Online Cam,Garrett,
5/28/2026,6:30:00 PM,Northern California,Pleasure Point First Peak,4,,,,Online Cam,Garrett,
5/28/2026,6:30:00 PM,Northern California,Pleasure Point Sewers,5,,,,Online Cam,Garrett,
5/29/2026,8:00:00 AM,Northern California,Pleasure Point Second Peak,4,,,,Online Cam,Garrett,
5/29/2026,8:00:00 AM,Northern California,Pleasure Point First Peak,5,,,,Online Cam,Garrett,
5/29/2026,8:00:00 AM,Northern California,Pleasure Point Sewers,6,,,,Online Cam,Garrett,
5/29/2026,2:00:00 PM,Northern California,Pleasure Point Second Peak,3.5,,,,Online Cam,Garrett,
5/29/2026,2:00:00 PM,Northern California,Pleasure Point First Peak,5,,,,Online Cam,Garrett,
5/29/2026,2:00:00 PM,Northern California,Pleasure Point Sewers,5.5,,,,Online Cam,Garrett,
5/29/2026,6:30:00 PM,Northern California,Pleasure Point Second Peak,3.5,,,,Online Cam,Garrett,
5/29/2026,6:30:00 PM,Northern California,Pleasure Point First Peak,4.5,,,,Online Cam,Garrett,
5/29/2026,6:30:00 PM,Northern California,Pleasure Point Sewers,4.5,,,,Online Cam,Garrett,
5/30/2026,8:00:00 AM,Northern California,Pleasure Point Second Peak,3,,,,Online Cam,Garrett,
5/30/2026,8:00:00 AM,Northern California,Pleasure Point First Peak,3.5,,,,Online Cam,Garrett,
5/30/2026,8:00:00 AM,Northern California,Pleasure Point Sewers,4,,,,Online Cam,Garrett,
5/30/2026,2:00:00 PM,Northern California,Pleasure Point Second Peak,4,,,,Online Cam,Garrett,
5/30/2026,2:00:00 PM,Northern California,Pleasure Point First Peak,4.5,,,,Online Cam,Garrett,
5/30/2026,2:00:00 PM,Northern California,Pleasure Point Sewers,4.5,,,,Online Cam,Garrett,
5/28/2026,2:00:00 PM,Northern California,26th Ave,3.5,,,,Online Cam,Garrett,
5/28/2026,6:30:00 PM,Northern California,26th Ave,3.5,,,,Online Cam,Garrett,
5/29/2026,8:00:00 AM,Northern California,26th Ave,4.5,,,,Online Cam,Garrett,
5/29/2026,2:00:00 PM,Northern California,26th Ave,4.5,,,,Online Cam,Garrett,
5/29/2026,6:30:00 PM,Northern California,26th Ave,3.5,,,,Online Cam,Garrett,
5/30/2026,8:00:00 AM,Northern California,26th Ave,4.5,,,,Online Cam,Garrett,
5/30/2026,1:00:00 PM,Northern California,26th Ave,3.5,,,,Online Cam,Garrett,
5/28/2026,2:00:00 PM,Northern California,Cowells,0,,,,Online Cam,Garrett,
5/28/2026,6:30:00 PM,Northern California,Cowells,0.5,,,,Online Cam,Garrett,
5/29/2026,6:30:00 AM,Northern California,Cowells,1.5,,,,Online Cam,Garrett,
5/29/2026,2:00:00 PM,Northern California,Cowells,1,,,,Online Cam,Garrett,
5/29/2026,6:30:00 PM,Northern California,Cowells,0.5,,,,Online Cam,Garrett,
5/30/2026,8:00:00 AM,Northern California,Cowells,0,,,,Online Cam,Garrett,
5/30/2026,1:00:00 PM,Northern California,Cowells,0,,,,Online Cam,Garrett,
5/28/2026,2:00:00 PM,Northern California,Steamer Lane Indicators,1,,,,Online Cam,Garrett,
5/28/2026,2:00:00 PM,Northern California,Steamer Lane Middle Peak,4,,,,Online Cam,Garrett,
5/28/2026,2:00:00 PM,Northern California,Steamer Lane Point,4,,,,Online Cam,Garrett,
5/28/2026,6:30:00 PM,Northern California,Steamer Lane Indicators,3,,,,Online Cam,Garrett,
5/28/2026,6:30:00 PM,Northern California,Steamer Lane Middle Peak,7,,,,Online Cam,Garrett,
5/28/2026,6:30:00 PM,Northern California,Steamer Lane Point,5,,,,Online Cam,Garrett,
5/29/2026,8:00:00 AM,Northern California,Steamer Lane Indicators,3,,,,Online Cam,Garrett,
5/29/2026,8:00:00 AM,Northern California,Steamer Lane Middle Peak,8,,,,Online Cam,Garrett,
5/29/2026,8:00:00 AM,Northern California,Steamer Lane Point,4,,,,Online Cam,Garrett,
5/29/2026,2:00:00 PM,Northern California,Steamer Lane Indicators,4,,,,Online Cam,Garrett,
5/29/2026,2:00:00 PM,Northern California,Steamer Lane Middle Peak,8,,,,Online Cam,Garrett,
5/29/2026,2:00:00 PM,Northern California,Steamer Lane Point,7,,,,Online Cam,Garrett,
5/29/2026,6:30:00 PM,Northern California,Steamer Lane Indicators,3,,,,Online Cam,Garrett,
5/29/2026,6:30:00 PM,Northern California,Steamer Lane Middle Peak,6,,,,Online Cam,Garrett,
5/29/2026,6:30:00 PM,Northern California,Steamer Lane Point,5.5,,,,Online Cam,Garrett,
5/30/2026,8:00:00 AM,Northern California,Steamer Lane Indicators,3,,,,Online Cam,Garrett,
5/30/2026,8:00:00 AM,Northern California,Steamer Lane Middle Peak,6,,,,Online Cam,Garrett,
5/30/2026,8:00:00 AM,Northern California,Steamer Lane Point,4,,,,Online Cam,Garrett,
5/30/2026,2:00:00 PM,Northern California,Steamer Lane Indicators,3,,,,Online Cam,Garrett,
5/30/2026,2:00:00 PM,Northern California,Steamer Lane Middle Peak,4.5,,,,Online Cam,Garrett,
5/30/2026,2:00:00 PM,Northern California,Steamer Lane Point,4.5,,,,Online Cam,Garrett,
5/28/2026,2:00:00 PM,Northern California,Mitchell's,2,,,,Online Cam,Garrett,
5/28/2026,6:30:00 PM,Northern California,Mitchell's,3,,,,Online Cam,Garrett,
5/29/2026,8:00:00 AM,Northern California,Mitchell's,1,,,,Online Cam,Garrett,
5/29/2026,2:00:00 PM,Northern California,Mitchell's,1,,,,Online Cam,Garrett,
5/29/2026,6:30:00 PM,Northern California,Mitchell's,1,,,,Online Cam,Garrett,
5/30/2026,8:00:00 AM,Northern California,Mitchell's,1,,,,Online Cam,Garrett,
5/30/2026,1:00:00 PM,Northern California,Mitchell's,1,,,,Online Cam,Garrett,
5/29/2026,8:00:00 AM,Northern California,Ocean Beach South,6,,,,Online Cam,Garrett,
5/29/2026,2:00:00 PM,Northern California,Ocean Beach South,5.5,,,,Online Cam,Garrett,
5/29/2026,6:30:00 PM,Northern California,Ocean Beach South,5,,,,Online Cam,Garrett,
5/30/2026,8:00:00 AM,Northern California,Ocean Beach South,5.5,,,,Online Cam,Garrett,
5/30/2026,1:00:00 PM,Northern California,Ocean Beach South,5.5,,,,Online Cam,Garrett,
5/29/2026,8:00:00 AM,Northern California,Ocean Beach Central,7.5,,,,Online Cam,Garrett,
5/29/2026,2:00:00 PM,Northern California,Ocean Beach Central,7.5,,,,Online Cam,Garrett,
5/29/2026,6:30:00 PM,Northern California,Ocean Beach Central,7.5,,,,Online Cam,Garrett,
5/30/2026,8:00:00 AM,Northern California,Ocean Beach Central,6.5,,,,Online Cam,Garrett,
5/30/2026,1:00:00 PM,Northern California,Ocean Beach Central,5,,,,Online Cam,Garrett,
5/29/2026,8:00:00 AM,Northern California,Ocean Beach North,4,,,,Online Cam,Garrett,
5/29/2026,2:00:00 PM,Northern California,Ocean Beach North,3.5,,,,Online Cam,Garrett,
5/29/2026,6:30:00 PM,Northern California,Ocean Beach North,4,,,,Online Cam,Garrett,
5/30/2026,8:00:00 AM,Northern California,Ocean Beach North,4,,,,Online Cam,Garrett,
5/30/2026,1:00:00 PM,Northern California,Ocean Beach North,3.5,,,,Online Cam,Garrett,
5/30/2026,8:30:00 AM,Northern California,Scott Creek,3.5,,,,Standing on Shore,Garrett,
5/30/2026,9:00:00 AM,Northern California,Four Mile,4,,,,Standing on Shore,Garrett,
5/30/2026,9:00:00 AM,Northern California,Three Mile,4,,,,Standing on Shore,Garrett,
5/26/2026,8:00:00 AM,Northern California,Pacifica Linda Mar,2.5,,,,Online Cam,Garrett,
5/26/2026,2:00:00 PM,Northern California,Pacifica Linda Mar,4,,,,Online Cam,Garrett,
5/26/2026,6:30:00 PM,Northern California,Pacifica Linda Mar,4.5,,,,Online Cam,Garrett,
5/27/2026,8:00:00 AM,Northern California,Pacifica Linda Mar,4,,,,Online Cam,Garrett,
5/27/2026,2:00:00 PM,Northern California,Pacifica Linda Mar,3.5,,,,Online Cam,Garrett,
5/27/2026,6:30:00 PM,Northern California,Pacifica Linda Mar,3,,,,Online Cam,Garrett,
5/28/2026,8:00:00 AM,Northern California,Pacifica Linda Mar,2.5,,,,Online Cam,Garrett,
5/28/2026,2:00:00 PM,Northern California,Pacifica Linda Mar,2,,,,Online Cam,Garrett,
5/28/2026,6:30:00 PM,Northern California,Pacifica Linda Mar,3,,,,Online Cam,Garrett,
5/29/2026,8:00:00 AM,Northern California,Pacifica Linda Mar,2,,,,Online Cam,Garrett,
5/29/2026,2:00:00 PM,Northern California,Pacifica Linda Mar,2.5,,,,Online Cam,Garrett,
5/29/2026,6:30:00 PM,Northern California,Pacifica Linda Mar,2,,,,Online Cam,Garrett,
5/30/2026,8:00:00 AM,Northern California,Pacifica Linda Mar,2,,,,Online Cam,Garrett,
5/30/2026,2:00:00 PM,Northern California,Pacifica Linda Mar,3,,,,Online Cam,Garrett,
5/28/2026,8:00:00 AM,Northern California,Pacifica Linda Mar North,3.5,,,,Online Cam,Garrett,
5/28/2026,2:00:00 PM,Northern California,Pacifica Linda Mar North,3,,,,Online Cam,Garrett,
5/28/2026,6:30:00 PM,Northern California,Pacifica Linda Mar North,3.5,,,,Online Cam,Garrett,
5/29/2026,8:00:00 AM,Northern California,Pacifica Linda Mar North,4,,,,Online Cam,Garrett,
5/29/2026,2:00:00 PM,Northern California,Pacifica Linda Mar North,4,,,,Online Cam,Garrett,
5/29/2026,6:30:00 PM,Northern California,Pacifica Linda Mar North,4,,,,Online Cam,Garrett,
5/30/2026,8:00:00 AM,Northern California,Pacifica Linda Mar North,4,,,,Online Cam,Garrett,
5/30/2026,2:00:00 PM,Northern California,Pacifica Linda Mar North,4,,,,Online Cam,Garrett,
5/30/2026,6:00:00 PM,Northern California,Pleasure Point Sewers,2.5,,,,Online Cam,Garrett,
6/1/2026,6:00 AM,Northern California,Scott Creek,5,,,,Surfing,Garrett,
6/1/2026,6:00 AM,Northern California,Davenport Landing ,3.5,,,,Standing on Shore,Garrett,
5/31/2026,7:00:00 AM,Northern California,Manresa,5,,,,Online Cam,Garrett,
5/31/2026,11:00:00 AM,Northern California,Manresa,3,,,,Online Cam,Garrett,
5/31/2026,3:00:00 PM,Northern California,Manresa,2.5,,,,Online Cam,Garrett,
5/31/2026,7:00:00 PM,Northern California,Manresa,2.5,,,,Online Cam,Garrett,
6/1/2026,3:00:00 PM,Northern California,Manresa,2.5,,,,Online Cam,Garrett,
6/1/2026,7:00:00 PM,Northern California,Manresa,2.5,,,,Online Cam,Garrett,
5/31/2026,7:00:00 AM,Northern California,Capitola,0.5,,,,Online Cam,Garrett,
5/31/2026,11:00:00 AM,Northern California,Capitola,0.5,,,,Online Cam,Garrett,
5/31/2026,3:00:00 PM,Northern California,Capitola,0.75,,,,Online Cam,Garrett,
5/31/2026,7:00:00 PM,Northern California,Capitola,0.5,,,,Online Cam,Garrett,
6/1/2026,7:00:00 AM,Northern California,Capitola,1,,,,Online Cam,Garrett,
6/1/2026,11:00:00 AM,Northern California,Capitola,2,,,,Online Cam,Garrett,
6/1/2026,3:00:00 PM,Northern California,Capitola,1.5,,,,Online Cam,Garrett,
6/1/2026,7:00:00 PM,Northern California,Capitola,2,,,,Online Cam,Garrett,
5/31/2026,7:00:00 AM,Northern California,Privates,1,,,,Online Cam,Garrett,
5/31/2026,11:00:00 AM,Northern California,Privates,0.5,,,,Online Cam,Garrett,
5/31/2026,3:00:00 PM,Northern California,Privates,1,,,,Online Cam,Garrett,
5/31/2026,7:00:00 PM,Northern California,Privates,0.5,,,,Online Cam,Garrett,
6/1/2026,11:00:00 AM,Northern California,Privates,2,,,,Online Cam,Garrett,
6/1/2026,3:00:00 PM,Northern California,Privates,3.5,,,,Online Cam,Garrett,
6/1/2026,7:00:00 PM,Northern California,Privates,3,,,,Online Cam,Garrett,
5/31/2026,7:00:00 AM,Northern California,Pleasure Point Jacks,1.5,,,,Online Cam,Garrett,
5/31/2026,11:00:00 AM,Northern California,Pleasure Point Jacks,2,,,,Online Cam,Garrett,
5/31/2026,3:00:00 PM,Northern California,Pleasure Point Jacks,2,,,,Online Cam,Garrett,
5/31/2026,7:00:00 PM,Northern California,Pleasure Point Jacks,2,,,,Online Cam,Garrett,
6/1/2026,7:00:00 AM,Northern California,Pleasure Point Jacks,2.5,,,,Online Cam,Garrett,
6/1/2026,11:00:00 AM,Northern California,Pleasure Point Jacks,3.5,,,,Online Cam,Garrett,
6/1/2026,3:00:00 PM,Northern California,Pleasure Point Jacks,3,,,,Online Cam,Garrett,
6/1/2026,7:00:00 PM,Northern California,Pleasure Point Jacks,4,,,,Online Cam,Garrett,
5/31/2026,7:00:00 AM,Northern California,Pleasure Point Second Peak,3,,,,Online Cam,Garrett,
5/31/2026,7:00:00 AM,Northern California,Pleasure Point First Peak,3.5,,,,Online Cam,Garrett,
5/31/2026,7:00:00 AM,Northern California,Pleasure Point Sewers,3.5,,,,Online Cam,Garrett,
5/31/2026,11:00:00 AM,Northern California,Pleasure Point Second Peak,3,,,,Online Cam,Garrett,
5/31/2026,11:00:00 AM,Northern California,Pleasure Point First Peak,3.5,,,,Online Cam,Garrett,
5/31/2026,11:00:00 AM,Northern California,Pleasure Point Sewers,4,,,,Online Cam,Garrett,
5/31/2026,3:00:00 PM,Northern California,Pleasure Point Second Peak,3,,,,Online Cam,Garrett,
5/31/2026,3:00:00 PM,Northern California,Pleasure Point First Peak,3.5,,,,Online Cam,Garrett,
5/31/2026,3:00:00 PM,Northern California,Pleasure Point Sewers,3.5,,,,Online Cam,Garrett,
5/31/2026,7:00:00 PM,Northern California,Pleasure Point Second Peak,2,,,,Online Cam,Garrett,
5/31/2026,7:00:00 PM,Northern California,Pleasure Point First Peak,4,,,,Online Cam,Garrett,
5/31/2026,7:00:00 PM,Northern California,Pleasure Point Sewers,4.5,,,,Online Cam,Garrett,
6/1/2026,7:00:00 AM,Northern California,Pleasure Point Second Peak,3,,,,Online Cam,Garrett,
6/1/2026,7:00:00 AM,Northern California,Pleasure Point First Peak,4.5,,,,Online Cam,Garrett,
6/1/2026,7:00:00 AM,Northern California,Pleasure Point Sewers,4.5,,,,Online Cam,Garrett,
6/1/2026,11:00:00 AM,Northern California,Pleasure Point Second Peak,3.5,,,,Online Cam,Garrett,
6/1/2026,11:00:00 AM,Northern California,Pleasure Point First Peak,5,,,,Online Cam,Garrett,
6/1/2026,11:00:00 AM,Northern California,Pleasure Point Sewers,5,,,,Online Cam,Garrett,
6/1/2026,3:00:00 PM,Northern California,Pleasure Point Second Peak,4,,,,Online Cam,Garrett,
6/1/2026,3:00:00 PM,Northern California,Pleasure Point First Peak,5,,,,Online Cam,Garrett,
6/1/2026,3:00:00 PM,Northern California,Pleasure Point Sewers,5,,,,Online Cam,Garrett,
6/1/2026,7:00:00 PM,Northern California,Pleasure Point Second Peak,4.5,,,,Online Cam,Garrett,
6/1/2026,7:00:00 PM,Northern California,Pleasure Point First Peak,5,,,,Online Cam,Garrett,
6/1/2026,7:00:00 PM,Northern California,Pleasure Point Sewers,5,,,,Online Cam,Garrett,
5/31/2026,7:00:00 AM,Northern California,26th Ave,3,,,,Online Cam,Garrett,
5/31/2026,11:00:00 AM,Northern California,26th Ave,3,,,,Online Cam,Garrett,
5/31/2026,3:00:00 PM,Northern California,26th Ave,4,,,,Online Cam,Garrett,
5/31/2026,7:00:00 PM,Northern California,26th Ave,4.5,,,,Online Cam,Garrett,
6/1/2026,7:00:00 AM,Northern California,26th Ave,4.5,,,,Online Cam,Garrett,
6/1/2026,11:00:00 AM,Northern California,26th Ave,4.5,,,,Online Cam,Garrett,
5/31/2026,7:00:00 AM,Northern California,Cowells,0.5,,,,Online Cam,Garrett,
5/31/2026,11:00:00 AM,Northern California,Cowells,0,,,,Online Cam,Garrett,
5/31/2026,3:00:00 PM,Northern California,Cowells,0,,,,Online Cam,Garrett,
5/31/2026,7:00:00 PM,Northern California,Cowells,0,,,,Online Cam,Garrett,
6/1/2026,7:00:00 AM,Northern California,Cowells,1,,,,Online Cam,Garrett,
6/1/2026,11:00:00 AM,Northern California,Cowells,0,,,,Online Cam,Garrett,
6/1/2026,3:00:00 PM,Northern California,Cowells,0,,,,Online Cam,Garrett,
6/1/2026,7:00:00 PM,Northern California,Cowells,0,,,,Online Cam,Garrett,
5/31/2026,7:00:00 AM,Northern California,Steamer Lane Indicators,1.5,,,,Online Cam,Garrett,
5/31/2026,7:00:00 AM,Northern California,Steamer Lane Middle Peak,4,,,,Online Cam,Garrett,
5/31/2026,7:00:00 AM,Northern California,Steamer Lane Point,4,,,,Online Cam,Garrett,
5/31/2026,11:00:00 AM,Northern California,Steamer Lane Indicators,1,,,,Online Cam,Garrett,
5/31/2026,11:00:00 AM,Northern California,Steamer Lane Middle Peak,0,,,,Online Cam,Garrett,
5/31/2026,11:00:00 AM,Northern California,Steamer Lane Point,3,,,,Online Cam,Garrett,
5/31/2026,3:00:00 PM,Northern California,Steamer Lane Indicators,1,,,,Online Cam,Garrett,
5/31/2026,3:00:00 PM,Northern California,Steamer Lane Middle Peak,0,,,,Online Cam,Garrett,
5/31/2026,3:00:00 PM,Northern California,Steamer Lane Point,4,,,,Online Cam,Garrett,
5/31/2026,7:00:00 PM,Northern California,Steamer Lane Indicators,2,,,,Online Cam,Garrett,
5/31/2026,7:00:00 PM,Northern California,Steamer Lane Middle Peak,0,,,,Online Cam,Garrett,
5/31/2026,7:00:00 PM,Northern California,Steamer Lane Point,4.5,,,,Online Cam,Garrett,
6/1/2026,7:00:00 AM,Northern California,Steamer Lane Indicators,2,,,,Online Cam,Garrett,
6/1/2026,7:00:00 AM,Northern California,Steamer Lane Middle Peak,4,,,,Online Cam,Garrett,
6/1/2026,7:00:00 AM,Northern California,Steamer Lane Point,6,,,,Online Cam,Garrett,
6/1/2026,11:00:00 AM,Northern California,Steamer Lane Indicators,2.5,,,,Online Cam,Garrett,
6/1/2026,11:00:00 AM,Northern California,Steamer Lane Middle Peak,0,,,,Online Cam,Garrett,
6/1/2026,11:00:00 AM,Northern California,Steamer Lane Point,6,,,,Online Cam,Garrett,
6/1/2026,3:00:00 PM,Northern California,Steamer Lane Indicators,1.5,,,,Online Cam,Garrett,
6/1/2026,3:00:00 PM,Northern California,Steamer Lane Middle Peak,0,,,,Online Cam,Garrett,
6/1/2026,3:00:00 PM,Northern California,Steamer Lane Point,5,,,,Online Cam,Garrett,
6/1/2026,7:00:00 PM,Northern California,Steamer Lane Indicators,2.5,,,,Online Cam,Garrett,
6/1/2026,7:00:00 PM,Northern California,Steamer Lane Middle Peak,0,,,,Online Cam,Garrett,
6/1/2026,7:00:00 PM,Northern California,Steamer Lane Point,6.5,,,,Online Cam,Garrett,
5/31/2026,7:00:00 AM,Northern California,Mitchell's,1.5,,,,Online Cam,Garrett,
5/31/2026,11:00:00 AM,Northern California,Mitchell's,0.5,,,,Online Cam,Garrett,
5/31/2026,3:00:00 PM,Northern California,Mitchell's,0.5,,,,Online Cam,Garrett,
5/31/2026,7:00:00 PM,Northern California,Mitchell's,1,,,,Online Cam,Garrett,
6/1/2026,7:00:00 AM,Northern California,Mitchell's,3,,,,Online Cam,Garrett,
6/1/2026,11:00:00 AM,Northern California,Mitchell's,2.5,,,,Online Cam,Garrett,
6/1/2026,3:00:00 PM,Northern California,Mitchell's,2.5,,,,Online Cam,Garrett,
6/1/2026,7:00:00 PM,Northern California,Mitchell's,3,,,,Online Cam,Garrett,
5/31/2026,7:00:00 AM,Northern California,Ocean Beach South,4,,,,Online Cam,Garrett,
5/31/2026,11:00:00 AM,Northern California,Ocean Beach South,3,,,,Online Cam,Garrett,
5/31/2026,3:00:00 PM,Northern California,Ocean Beach South,3.5,,,,Online Cam,Garrett,
5/31/2026,7:00:00 PM,Northern California,Ocean Beach South,3.5,,,,Online Cam,Garrett,
6/1/2026,7:00:00 AM,Northern California,Ocean Beach South,3,,,,Online Cam,Garrett,
6/1/2026,11:00:00 AM,Northern California,Ocean Beach South,2.5,,,,Online Cam,Garrett,
6/1/2026,3:00:00 PM,Northern California,Ocean Beach South,2.5,,,,Online Cam,Garrett,
6/1/2026,7:00:00 PM,Northern California,Ocean Beach South,2.5,,,,Online Cam,Garrett,
5/31/2026,7:00:00 AM,Northern California,Ocean Beach Central,4,,,,Online Cam,Garrett,
5/31/2026,11:00:00 AM,Northern California,Ocean Beach Central,3.5,,,,Online Cam,Garrett,
5/31/2026,3:00:00 PM,Northern California,Ocean Beach Central,3.5,,,,Online Cam,Garrett,
5/31/2026,7:00:00 PM,Northern California,Ocean Beach Central,3,,,,Online Cam,Garrett,
6/1/2026,7:00:00 AM,Northern California,Ocean Beach Central,3,,,,Online Cam,Garrett,
6/1/2026,11:00:00 AM,Northern California,Ocean Beach Central,3,,,,Online Cam,Garrett,
6/1/2026,3:00:00 PM,Northern California,Ocean Beach Central,3.5,,,,Online Cam,Garrett,
6/1/2026,7:00:00 PM,Northern California,Ocean Beach Central,3,,,,Online Cam,Garrett,
5/31/2026,7:00:00 AM,Northern California,Ocean Beach North,3,,,,Online Cam,Garrett,
5/31/2026,11:00:00 AM,Northern California,Ocean Beach North,3.5,,,,Online Cam,Garrett,
5/31/2026,3:00:00 PM,Northern California,Ocean Beach North,3.5,,,,Online Cam,Garrett,
5/31/2026,7:00:00 PM,Northern California,Ocean Beach North,3,,,,Online Cam,Garrett,
6/1/2026,7:00:00 AM,Northern California,Ocean Beach North,3.5,,,,Online Cam,Garrett,
6/1/2026,11:00:00 AM,Northern California,Ocean Beach North,3,,,,Online Cam,Garrett,
6/1/2026,3:00:00 PM,Northern California,Ocean Beach North,3,,,,Online Cam,Garrett,
6/1/2026,7:00:00 PM,Northern California,Ocean Beach North,2.5,,,,Online Cam,Garrett,
5/31/2026,7:00:00 AM,Northern California,Pacifica Linda Mar,2.5,,,,Online Cam,Garrett,
5/31/2026,11:00:00 AM,Northern California,Pacifica Linda Mar,2.5,,,,Online Cam,Garrett,
5/31/2026,3:00:00 PM,Northern California,Pacifica Linda Mar,2.5,,,,Online Cam,Garrett,
